state,account_length,area_code,number_vmail_messages,customer_service_calls,churn,international_plan_total,voice_mail_plan_total,total_calls,total_charges,total_minutes
AR,185,415,19,0,0,1.0,1.0,330,59.8,615.0
SC,1,415,26,1,0,1.0,1.0,250,50.13,503.2
KS,107,415,0,1,0,1.0,1.0,371,61.48,502.4
NY,91,415,20,1,0,1.0,1.0,305,56.290000000000006,567.4000000000001
MI,178,408,0,2,1,1.0,1.0,327,48.32,545.3
MA,123,415,0,1,0,1.0,1.0,275,69.19000000000001,695.8
UT,170,415,0,1,1,1.0,1.0,289,76.86,721.9000000000001
HI,135,415,0,1,0,1.0,1.0,255,58.88,592.6
PA,85,408,0,1,0,1.0,1.0,290,58.05,604.3
OR,134,415,50,2,0,1.0,1.0,345,55.949999999999996,489.50000000000006
TN,148,415,36,1,0,1.0,1.0,318,45.239999999999995,551.1999999999999
CT,93,415,0,1,1,1.0,1.0,343,75.08000000000001,662.3
AZ,138,415,0,0,0,1.0,1.0,295,62.01,522.6
OR,159,510,0,0,0,1.0,1.0,312,50.839999999999996,578.6
DE,103,415,34,1,0,1.0,1.0,272,47.129999999999995,476.40000000000003
MA,150,408,27,0,0,1.0,1.0,309,62.11,623.5
CT,37,408,0,3,0,1.0,1.0,343,58.64,634.2
AR,33,415,0,0,0,1.0,1.0,309,48.19,447.3
SD,55,415,0,1,0,1.0,1.0,271,66.96,589.0
CT,134,408,32,0,0,1.0,1.0,338,42.81,467.6
CT,107,408,0,2,0,1.0,1.0,300,42.19,473.20000000000005
MA,80,408,36,1,0,1.0,1.0,342,64.86,665.6
MS,78,408,0,1,1,1.0,1.0,356,48.449999999999996,549.0
MT,85,408,17,4,1,1.0,1.0,286,45.06,498.0
AK,61,415,15,2,0,1.0,1.0,315,73.25,709.8000000000001
DE,97,415,32,5,0,1.0,1.0,256,65.02,662.7
OH,136,408,0,2,0,1.0,1.0,347,55.07000000000001,536.1
MN,135,408,0,3,0,1.0,1.0,275,47.27,479.50000000000006
CA,87,415,19,1,0,1.0,1.0,289,55.32,602.4000000000001
OH,165,510,0,0,0,1.0,1.0,245,69.09,646.2
NV,148,415,0,2,1,1.0,1.0,292,79.39,769.6
SC,99,415,0,2,0,1.0,1.0,348,49.620000000000005,492.49999999999994
WV,123,415,0,2,0,1.0,1.0,268,55.080000000000005,526.3
NM,127,415,0,1,0,1.0,1.0,313,73.05,648.3
WY,151,415,0,0,0,1.0,1.0,275,51.41,481.5
CA,185,408,0,1,0,1.0,1.0,290,55.03,558.6999999999999
KS,65,415,34,4,0,1.0,1.0,316,60.62,578.0
WY,58,510,0,4,0,1.0,1.0,324,67.91,632.0
OK,104,415,0,2,0,1.0,1.0,278,44.08,470.4
UT,44,415,0,0,0,1.0,1.0,339,62.6,642.0
MA,58,408,0,4,0,1.0,1.0,321,60.449999999999996,622.6
UT,108,415,0,0,0,1.0,1.0,293,61.36,585.5999999999999
MN,132,510,0,1,0,1.0,1.0,336,53.870000000000005,580.9000000000001
NE,80,415,0,2,0,1.0,1.0,244,50.34,522.6
OH,162,415,0,2,0,1.0,1.0,303,57.41,634.3000000000001
KY,110,510,0,2,0,1.0,1.0,245,54.33,603.2
WA,96,415,0,1,1,1.0,1.0,309,82.29,788.4999999999999
NY,168,408,0,2,1,1.0,1.0,370,58.7,579.1
IN,72,510,0,4,1,1.0,1.0,359,83.35,819.8000000000001
CO,125,408,23,1,0,1.0,1.0,322,49.73,517.0
DC,170,510,0,2,0,1.0,1.0,312,61.46,623.0999999999999
AK,71,510,0,3,0,1.0,1.0,299,63.83,623.5
SC,124,415,0,1,0,1.0,1.0,370,48.51,438.4
KS,68,415,0,2,0,1.0,1.0,297,68.24,661.6999999999999
UT,97,415,0,1,0,1.0,1.0,234,46.64,396.40000000000003
IL,98,510,0,1,0,1.0,1.0,234,60.05,611.3000000000001
DC,24,408,0,2,1,1.0,1.0,226,49.53,527.2
DC,136,510,0,0,0,1.0,1.0,279,65.25,647.0999999999999
OK,44,408,0,0,1,1.0,1.0,281,76.30999999999999,689.6
KY,96,415,40,0,0,1.0,1.0,366,45.3,454.7
NE,31,415,0,1,0,1.0,1.0,312,44.589999999999996,453.59999999999997
AL,72,415,0,0,0,1.0,1.0,295,65.91,703.5
HI,24,415,0,1,0,1.0,1.0,326,45.400000000000006,458.59999999999997
SC,112,415,31,4,0,1.0,1.0,294,74.46,743.2
GA,117,415,0,1,1,1.0,1.0,291,80.52000000000001,710.2
KS,137,415,19,0,0,1.0,1.0,353,61.93,635.8
PA,136,408,0,0,0,1.0,1.0,269,41.989999999999995,405.1
UT,95,415,0,0,0,1.0,1.0,312,63.04,661.5
OR,82,415,19,1,0,1.0,1.0,256,55.92,596.0
ND,145,415,0,1,1,1.0,1.0,335,79.42,782.2
KY,56,415,0,1,0,1.0,1.0,296,62.03,640.5
MN,155,408,0,2,0,1.0,1.0,360,64.96000000000001,561.4
OH,133,408,0,0,1,1.0,1.0,328,51.129999999999995,572.9
TX,53,415,0,2,0,1.0,1.0,312,51.48,578.4999999999999
WY,123,415,0,5,1,1.0,1.0,312,74.69,745.1
GA,136,415,0,7,0,1.0,1.0,296,62.86,672.2
TX,57,415,0,3,0,1.0,1.0,332,56.68,585.5
WV,62,408,0,1,0,1.0,1.0,317,47.78,502.09999999999997
NM,112,415,0,1,0,1.0,1.0,299,45.32,499.1000000000001
MI,55,415,20,1,0,1.0,1.0,315,63.99,631.1999999999999
NC,95,408,0,6,1,1.0,1.0,301,53.43,606.3999999999999
NY,125,415,0,1,0,1.0,1.0,271,69.42999999999999,662.8000000000001
TX,1,415,0,5,1,1.0,1.0,290,51.980000000000004,479.3
KY,98,415,36,6,1,1.0,1.0,328,52.36,511.9
SD,105,415,0,1,0,1.0,1.0,308,67.41,616.5
ID,113,415,30,0,0,1.0,1.0,284,60.550000000000004,613.8000000000001
OR,99,408,0,3,1,1.0,1.0,225,74.47,712.4999999999999
WI,103,415,0,1,0,1.0,1.0,356,49.38,467.99999999999994
WV,177,408,0,1,0,1.0,1.0,289,64.39999999999999,614.6
SC,149,415,20,0,0,1.0,1.0,342,58.16,584.7
CT,160,415,0,1,1,1.0,1.0,373,76.57000000000001,738.9
NV,116,408,0,2,0,1.0,1.0,254,47.50000000000001,518.4
ND,90,415,22,1,0,1.0,1.0,304,52.589999999999996,584.8
MI,148,415,0,0,1,1.0,1.0,251,63.74000000000001,553.1
MT,147,415,35,2,1,1.0,1.0,327,57.8,560.6
NE,95,510,0,0,0,1.0,1.0,324,39.35,481.2
UT,201,510,0,1,0,1.0,1.0,267,65.97,640.0
WV,80,415,0,0,0,1.0,1.0,302,50.730000000000004,530.3
AR,122,415,0,1,0,1.0,1.0,312,57.19,612.5
MT,132,408,0,0,0,1.0,1.0,314,57.730000000000004,575.1
UT,83,510,0,1,0,1.0,1.0,276,68.44,684.6
HI,99,408,0,7,1,1.0,1.0,308,52.56,561.9
KS,84,415,0,3,1,1.0,1.0,302,74.75,717.1999999999999
NY,46,415,0,1,0,1.0,1.0,233,46.37,493.9
OH,87,510,0,2,0,1.0,1.0,380,59.839999999999996,660.1
HI,150,415,0,1,0,1.0,1.0,309,65.78,656.9
KS,73,408,0,1,0,1.0,1.0,264,54.76,473.1
IN,7,415,0,3,0,1.0,1.0,252,69.13,657.3
OR,89,415,12,2,0,1.0,1.0,347,56.75,551.7
NY,131,408,0,3,1,1.0,1.0,275,41.25,402.7
VA,105,415,0,3,0,1.0,1.0,234,72.22,668.9
MI,108,408,0,2,1,1.0,1.0,272,47.379999999999995,476.3
ID,47,415,28,1,0,1.0,1.0,318,52.50000000000001,522.5999999999999
MO,101,415,0,1,0,1.0,1.0,344,48.97,501.40000000000003
AL,182,415,24,1,0,1.0,1.0,332,45.690000000000005,474.1
OR,161,408,0,1,0,1.0,1.0,234,60.010000000000005,573.5999999999999
VT,128,408,0,1,1,1.0,1.0,290,74.57000000000001,727.5
AZ,69,415,31,2,0,1.0,1.0,284,59.870000000000005,552.7
VA,113,408,34,1,0,1.0,1.0,266,30.209999999999997,360.8
PA,87,408,30,0,0,1.0,1.0,334,72.1,641.2
CO,71,415,0,0,0,1.0,1.0,299,70.85999999999999,702.0
KY,76,415,0,1,0,1.0,1.0,269,67.21000000000001,679.0000000000001
NJ,87,510,0,3,0,1.0,1.0,282,65.72,654.5
IL,117,408,0,1,0,1.0,1.0,290,47.8,507.3
WA,177,415,0,3,1,1.0,1.0,236,76.89,724.9
WV,95,415,0,1,0,1.0,1.0,282,48.98,532.6999999999999
RI,76,415,0,1,0,1.0,1.0,256,59.44,536.1
OH,66,415,0,2,0,1.0,1.0,320,62.33,632.6
MO,110,415,0,1,0,1.0,1.0,374,55.28,552.4
MD,204,510,0,3,0,1.0,1.0,322,60.46000000000001,565.5
OH,32,415,31,0,0,1.0,1.0,321,68.0,636.1
VA,133,408,39,5,0,1.0,1.0,272,69.95,629.1000000000001
FL,185,408,0,2,0,1.0,1.0,293,42.26,467.6
CO,103,415,37,1,0,1.0,1.0,299,60.529999999999994,650.6999999999999
NY,91,510,0,1,0,1.0,1.0,292,47.09,517.1999999999999
WV,131,415,0,2,0,1.0,1.0,314,61.76,636.8000000000001
LA,153,510,0,0,0,1.0,1.0,382,53.230000000000004,532.8
MA,132,415,25,2,0,1.0,1.0,297,54.410000000000004,619.3
UT,148,510,0,1,0,1.0,1.0,357,62.33,614.0
AL,141,408,0,5,0,1.0,1.0,277,72.32000000000001,694.4
ME,105,415,0,2,0,1.0,1.0,349,52.050000000000004,536.3000000000001
TX,169,408,0,3,1,1.0,1.0,307,75.47000000000001,726.3999999999999
ND,127,415,23,1,0,1.0,1.0,251,59.02,564.8
CO,57,415,0,0,0,1.0,1.0,314,44.23,521.4
LA,123,415,33,0,0,1.0,1.0,252,45.38,484.69999999999993
MT,103,510,35,4,1,1.0,1.0,261,44.18,420.1
OR,101,415,0,1,0,1.0,1.0,252,42.63999999999999,383.0
NH,123,415,22,2,0,1.0,1.0,285,50.04,414.00000000000006
NE,78,510,32,6,0,1.0,1.0,295,66.08,659.4
WV,101,415,28,4,0,1.0,1.0,285,73.42,718.5
NV,129,415,0,1,0,1.0,1.0,328,60.38,656.0999999999999
MA,67,415,34,0,0,1.0,1.0,347,56.879999999999995,584.2
MI,37,415,0,3,0,1.0,1.0,332,60.29,589.3
KY,64,415,0,3,0,1.0,1.0,246,51.67,546.1
WV,173,510,0,1,0,1.0,1.0,327,36.85,385.8
KY,135,510,0,1,0,1.0,1.0,268,58.910000000000004,618.9
NJ,75,415,42,1,0,1.0,1.0,300,64.55,535.4000000000001
ME,88,415,0,4,1,1.0,1.0,260,45.12,509.5
TX,112,415,0,3,0,1.0,1.0,318,64.28,598.3
MN,113,408,0,0,0,1.0,1.0,347,60.56,656.0
VA,121,510,28,2,0,1.0,1.0,260,43.13999999999999,495.2
DC,70,415,0,1,0,1.0,1.0,324,51.260000000000005,498.7
MD,90,415,0,0,0,1.0,1.0,327,57.59,647.7
RI,39,408,0,0,0,1.0,1.0,305,43.87,505.59999999999997
MA,142,408,0,0,0,1.0,1.0,350,61.27,551.0
MD,176,408,0,1,0,1.0,1.0,260,57.3,530.0
NM,105,408,0,1,0,1.0,1.0,280,56.669999999999995,610.1
MN,57,415,0,2,1,1.0,1.0,266,76.34,686.3
MI,110,510,0,1,0,1.0,1.0,251,34.1,401.7
AZ,88,415,0,2,0,1.0,1.0,283,53.31,468.6000000000001
AL,95,408,0,0,0,1.0,1.0,315,57.63,542.8
MI,147,415,0,3,0,1.0,1.0,302,53.31,558.9
SC,101,415,0,4,1,1.0,1.0,338,56.449999999999996,579.5999999999999
MS,115,415,0,1,0,1.0,1.0,303,61.85,623.9
MS,103,415,0,2,0,1.0,1.0,320,53.19,578.0
CA,82,415,0,0,0,1.0,1.0,359,63.66000000000001,654.1
MD,141,415,0,0,0,1.0,1.0,337,60.59,579.4
ND,149,408,0,2,0,1.0,1.0,311,57.69,570.7
IL,131,510,0,2,0,1.0,1.0,300,70.41,644.5
SD,119,510,0,1,0,1.0,1.0,290,49.6,569.3
AL,112,510,0,3,0,1.0,1.0,296,60.30000000000001,583.5
NV,116,510,35,2,0,1.0,1.0,313,46.71999999999999,502.7
LA,94,415,0,3,0,1.0,1.0,287,70.28,762.1
VA,90,408,0,2,0,1.0,1.0,326,69.69,703.6999999999999
DE,114,415,31,0,0,1.0,1.0,308,63.54,567.6
CT,63,408,25,1,0,1.0,1.0,325,51.86999999999999,460.3
CO,130,408,0,4,1,1.0,1.0,350,78.17,727.8000000000001
MA,122,408,29,3,0,1.0,1.0,277,65.85,640.0
OR,166,510,0,3,0,1.0,1.0,307,62.949999999999996,617.9000000000001
WA,62,415,0,0,0,1.0,1.0,319,44.29,501.6
SC,78,415,21,2,0,1.0,1.0,257,54.410000000000004,517.2
IN,148,415,26,1,0,1.0,1.0,309,53.11000000000001,547.4
MD,154,510,0,3,1,1.0,1.0,300,55.730000000000004,558.7
NV,110,408,34,1,0,1.0,1.0,342,51.510000000000005,464.20000000000005
TX,75,415,0,0,1,1.0,1.0,342,80.74,737.0
ND,84,408,38,2,0,1.0,1.0,304,59.59,614.4
WV,113,510,0,1,0,1.0,1.0,321,36.760000000000005,401.0
CO,181,510,40,2,0,1.0,1.0,240,56.050000000000004,618.5
TX,51,415,0,2,0,1.0,1.0,290,52.52,495.9
FL,102,408,29,0,0,1.0,1.0,307,79.69,823.5
AL,107,408,0,1,0,1.0,1.0,270,36.7,412.4
WV,88,510,0,5,1,1.0,1.0,312,47.64,498.4
MI,82,415,0,0,0,1.0,1.0,319,53.22,508.3
NY,204,415,0,6,0,1.0,1.0,279,60.760000000000005,610.6999999999999
MS,130,510,0,3,0,1.0,1.0,285,60.19,540.3000000000001
MO,174,510,0,0,0,1.0,1.0,387,69.77,707.0
AR,129,415,0,2,0,1.0,1.0,338,60.150000000000006,611.5
MS,190,415,0,3,0,1.0,1.0,267,51.620000000000005,588.0999999999999
NY,54,510,0,3,0,1.0,1.0,327,63.39000000000001,560.6000000000001
SD,78,408,0,0,0,1.0,1.0,298,66.00999999999999,717.7
AK,100,415,29,1,0,1.0,1.0,312,62.980000000000004,605.6
WV,70,510,30,3,0,1.0,1.0,236,47.129999999999995,450.69999999999993
SC,111,510,0,1,0,1.0,1.0,311,44.61000000000001,537.1
VA,117,408,0,1,0,1.0,1.0,343,49.55,575.7
MS,68,415,0,0,0,1.0,1.0,260,40.88999999999999,465.3
SD,27,510,0,2,1,1.0,1.0,326,74.91999999999999,751.5
MN,91,415,0,1,0,1.0,1.0,251,47.620000000000005,492.70000000000005
AL,181,415,27,1,0,1.0,1.0,306,66.09,665.6
CO,118,415,36,3,0,1.0,1.0,289,75.37000000000002,659.5999999999999
ME,112,415,0,2,0,1.0,1.0,322,56.97,530.8
GA,93,415,0,0,0,1.0,1.0,381,57.52,548.9
AZ,102,408,0,0,0,1.0,1.0,324,55.83,566.4
MA,93,415,0,0,0,1.0,1.0,307,61.45,663.8
AZ,107,415,32,1,0,1.0,1.0,389,50.57,521.9000000000001
IN,100,415,32,3,0,1.0,1.0,339,52.949999999999996,560.7
DE,115,415,0,2,0,1.0,1.0,333,70.25,749.3
WI,63,510,13,0,0,1.0,1.0,219,62.419999999999995,579.6999999999999
ME,57,415,0,0,0,1.0,1.0,304,71.63,719.5999999999999
DC,119,408,26,1,0,1.0,1.0,334,49.46,520.4
GA,73,408,0,1,0,1.0,1.0,289,62.53,729.9
HI,98,408,30,2,0,1.0,1.0,275,45.489999999999995,487.5
VA,139,415,0,0,0,1.0,1.0,367,54.45,533.9000000000001
NY,31,408,28,1,0,1.0,1.0,328,63.58,668.6
PA,129,510,32,1,0,1.0,1.0,289,62.699999999999996,612.3000000000001
AR,115,415,0,7,1,1.0,1.0,262,49.339999999999996,491.90000000000003
HI,108,415,0,2,1,1.0,1.0,311,82.45,755.9000000000001
DE,139,408,0,0,0,1.0,1.0,324,50.440000000000005,556.0
WV,102,408,0,4,0,1.0,1.0,313,66.89,607.2
OK,149,408,0,1,0,1.0,1.0,244,63.28000000000001,662.0
OR,113,415,0,2,0,1.0,1.0,329,56.45,558.1
ND,131,408,33,1,0,1.0,1.0,314,59.39999999999999,629.7
MO,83,408,0,0,0,1.0,1.0,353,47.34,525.0
AR,96,415,21,2,0,1.0,1.0,323,73.94,673.3
GA,98,408,0,1,0,1.0,1.0,344,49.36,459.30000000000007
TN,3,415,0,3,0,1.0,1.0,341,60.24,573.3000000000001
MA,77,408,17,0,0,1.0,1.0,288,64.86,636.8999999999999
ND,75,408,24,3,0,1.0,1.0,335,68.54,687.8
IA,40,510,0,4,1,1.0,1.0,356,55.10000000000001,574.6
NJ,108,415,0,0,0,1.0,1.0,339,73.84,724.7
MT,100,415,0,4,1,1.0,1.0,280,52.03999999999999,607.4000000000001
AL,16,415,0,3,0,1.0,1.0,327,56.53,551.0
NY,115,510,16,2,0,1.0,1.0,338,47.21999999999999,486.1
PA,108,510,25,3,0,1.0,1.0,301,48.17,455.0
VT,107,510,0,5,0,1.0,1.0,235,58.74,598.0999999999999
NC,161,415,0,2,1,1.0,1.0,344,87.35000000000001,802.0
CT,147,415,0,2,0,1.0,1.0,282,58.31,612.9
MO,107,415,0,3,0,1.0,1.0,307,42.919999999999995,387.09999999999997
WV,120,510,0,1,0,1.0,1.0,324,65.94,693.0
NJ,107,408,36,1,0,1.0,1.0,297,41.900000000000006,452.5
AK,58,510,0,3,0,1.0,1.0,314,49.91,520.1
LA,91,408,0,2,0,1.0,1.0,291,49.629999999999995,472.0
AL,13,415,0,2,0,1.0,1.0,355,56.60000000000001,611.5
IN,104,408,0,5,0,1.0,1.0,289,73.8,625.6
MA,93,415,31,1,0,1.0,1.0,276,69.99,653.7
DE,95,510,0,2,0,1.0,1.0,313,56.660000000000004,521.9999999999999
SC,104,415,0,3,0,1.0,1.0,385,46.900000000000006,522.8
NH,35,408,0,5,1,1.0,1.0,317,49.42,522.3
LA,62,415,0,3,0,1.0,1.0,288,60.57,598.1999999999999
MS,143,510,0,1,0,1.0,1.0,300,65.18,688.5999999999999
NM,62,415,0,4,0,1.0,1.0,327,64.73,605.1
WA,60,415,0,0,1,1.0,1.0,355,70.64,696.3
SC,41,510,0,1,0,1.0,1.0,330,65.32,626.1999999999999
MT,34,415,14,2,0,1.0,1.0,351,58.78000000000001,610.7
ME,56,408,0,0,1,1.0,1.0,324,76.25,795.3000000000001
NM,183,415,0,1,0,1.0,1.0,289,69.52,750.3
AZ,94,415,0,2,0,1.0,1.0,271,62.120000000000005,575.4
CT,73,415,47,2,0,1.0,1.0,328,56.43000000000001,558.5999999999999
IL,123,408,0,2,0,1.0,1.0,321,46.95,543.0000000000001
IN,64,408,0,3,0,1.0,1.0,284,48.18000000000001,531.4
AR,127,415,0,4,1,1.0,1.0,345,49.0,500.7
RI,33,415,0,3,0,1.0,1.0,326,61.86,634.9
ND,27,415,0,1,0,1.0,1.0,297,64.61,544.5999999999999
NH,123,408,0,0,0,1.0,1.0,259,66.99999999999999,668.7
NV,148,510,0,2,0,1.0,1.0,348,68.73,711.9
UT,81,415,0,0,0,1.0,1.0,352,51.55,513.8
NC,122,510,30,2,0,1.0,1.0,272,73.39999999999999,701.7
MI,52,415,0,1,0,1.0,1.0,348,69.02,668.2
WI,91,408,44,1,0,1.0,1.0,297,64.88,640.9
AR,54,415,0,2,1,1.0,1.0,312,74.97999999999999,727.4000000000001
NH,152,510,0,1,0,1.0,1.0,308,61.68000000000001,570.8
TX,201,415,0,1,1,1.0,1.0,281,78.14999999999999,787.5
ID,78,415,0,4,1,1.0,1.0,314,39.910000000000004,434.4
CT,67,415,0,0,0,1.0,1.0,310,52.51,584.1
NH,100,408,0,1,0,1.0,1.0,330,64.93,654.6000000000001
WY,41,510,0,3,0,1.0,1.0,302,72.25,704.7
OR,133,415,0,3,0,1.0,1.0,338,55.97,616.1999999999999
SC,36,408,43,2,0,1.0,1.0,351,33.04,493.5
MD,51,510,28,0,0,1.0,1.0,311,77.66999999999999,734.8999999999999
NY,122,415,0,0,0,1.0,1.0,277,44.209999999999994,418.90000000000003
NM,84,408,41,1,0,1.0,1.0,325,51.38,525.0999999999999
LA,91,415,0,0,0,1.0,1.0,299,59.47,540.5
UT,110,408,0,1,0,1.0,1.0,298,60.15,595.5
AL,91,408,0,1,0,1.0,1.0,321,44.94,423.90000000000003
DE,121,408,0,5,0,1.0,1.0,279,62.26,562.6
WV,109,415,0,3,0,1.0,1.0,316,58.45,556.1999999999999
KY,95,510,0,2,0,1.0,1.0,308,51.57,491.4
NC,72,415,0,0,0,1.0,1.0,338,60.85,631.2
WV,73,415,0,0,0,1.0,1.0,352,68.31,646.6
AZ,108,415,0,3,0,1.0,1.0,315,56.419999999999995,532.1999999999999
WV,58,408,39,1,0,1.0,1.0,259,70.27,702.1999999999999
ND,148,415,0,1,0,1.0,1.0,311,65.1,659.9
WA,76,510,0,0,1,1.0,1.0,301,72.44,674.7
ID,103,415,0,6,1,1.0,1.0,319,54.120000000000005,506.7
CT,87,415,0,0,1,1.0,1.0,275,63.21999999999999,572.5
OK,35,510,37,2,0,1.0,1.0,313,57.51,591.8
IA,88,415,0,1,0,1.0,1.0,339,42.65,431.1
NE,67,415,41,0,0,1.0,1.0,288,53.96,503.99999999999994
ID,77,510,29,2,0,1.0,1.0,301,64.19,592.7
OR,124,510,0,1,0,1.0,1.0,284,58.15,602.4000000000001
SD,30,415,0,0,0,1.0,1.0,275,72.99,722.0
DE,53,415,32,2,0,1.0,1.0,295,53.13999999999999,550.3
WA,152,510,0,1,0,1.0,1.0,298,51.43,490.0
CT,100,510,0,1,0,1.0,1.0,341,35.24999999999999,359.9
MN,59,408,32,1,0,1.0,1.0,356,65.26,637.0999999999999
WA,143,510,0,3,0,1.0,1.0,313,61.64,635.6999999999999
PA,142,510,40,1,0,1.0,1.0,284,74.66,757.8
ID,105,408,0,1,0,1.0,1.0,323,70.85,650.5
MS,111,408,0,1,1,1.0,1.0,286,89.76,860.1999999999999
WA,143,510,0,1,0,1.0,1.0,322,52.58,547.9000000000001
DC,93,408,22,0,0,1.0,1.0,315,82.14,747.9000000000001
KY,79,415,0,2,0,1.0,1.0,339,64.61999999999999,560.5
OH,68,415,24,3,1,1.0,1.0,304,58.3,630.3
TN,93,510,0,1,0,1.0,1.0,292,64.0,651.9999999999999
ID,103,415,0,2,0,1.0,1.0,416,34.32,386.20000000000005
WV,144,510,38,0,0,1.0,1.0,335,39.17,452.0
WI,93,415,0,1,0,1.0,1.0,366,59.230000000000004,642.0
OK,149,510,0,3,0,1.0,1.0,280,58.6,582.4
WV,23,510,31,1,0,1.0,1.0,293,56.15,622.1
SD,221,510,24,0,0,1.0,1.0,283,59.65,612.6999999999999
KS,164,510,30,1,0,1.0,1.0,295,72.99000000000001,688.3000000000001
NC,104,415,18,2,0,1.0,1.0,248,61.43,602.1
NY,150,415,35,2,0,1.0,1.0,349,64.02,695.0
WI,184,408,12,0,0,1.0,1.0,279,65.08,613.4000000000001
SC,88,408,0,1,0,1.0,1.0,317,57.989999999999995,595.9
UT,61,415,29,3,0,1.0,1.0,322,50.83,562.5
NC,110,408,0,2,0,1.0,1.0,344,60.35,634.5
IN,115,415,0,3,1,1.0,1.0,247,74.94,728.9
AR,33,408,0,2,0,1.0,1.0,267,71.13,666.1
ME,100,510,0,2,1,1.0,1.0,343,75.31,728.7
NY,209,415,0,0,0,1.0,1.0,289,54.089999999999996,553.8
OR,27,510,0,5,0,1.0,1.0,275,68.87,623.3
IL,117,415,0,1,0,1.0,1.0,290,62.440000000000005,598.9
MA,87,408,0,1,0,1.0,1.0,288,54.86,516.8000000000001
CT,129,510,27,1,0,1.0,1.0,272,61.580000000000005,628.8000000000001
WI,142,510,0,1,0,1.0,1.0,335,65.31,607.4999999999999
OK,112,415,0,0,0,1.0,1.0,260,47.42,494.8
DE,75,510,28,1,0,1.0,1.0,365,56.36,536.8
AZ,97,408,25,3,0,1.0,1.0,326,51.19,533.1
AK,121,408,34,0,0,1.0,1.0,294,67.18,581.8
MI,142,415,0,1,0,1.0,1.0,354,53.190000000000005,533.1999999999999
WA,121,510,0,3,1,1.0,1.0,311,77.34,728.5
SD,87,415,33,2,0,1.0,1.0,282,53.69,585.8000000000001
SD,34,408,0,1,0,1.0,1.0,272,69.03999999999999,758.4
AK,177,415,0,1,1,1.0,1.0,280,68.61999999999999,624.1999999999999
MA,58,415,30,0,0,1.0,1.0,340,64.55000000000001,687.1999999999999
AR,113,415,0,5,1,1.0,1.0,321,42.370000000000005,433.7
KS,101,415,0,1,0,1.0,1.0,251,70.02,677.8000000000001
OR,89,415,0,3,0,1.0,1.0,282,40.82,426.70000000000005
NC,77,408,44,0,1,1.0,1.0,306,49.99999999999999,554.9
OK,146,510,0,4,1,1.0,1.0,308,40.22,348.59999999999997
NJ,93,415,0,0,0,1.0,1.0,265,56.88,607.4
OH,160,415,0,0,0,1.0,1.0,283,68.97,686.9000000000001
NM,55,415,0,0,0,1.0,1.0,295,57.96,605.1
OH,88,408,0,2,0,1.0,1.0,353,71.60000000000001,639.3000000000001
MI,63,510,0,0,0,1.0,1.0,270,62.55,616.6000000000001
KS,127,415,24,1,0,1.0,1.0,280,53.15,548.6
IL,57,415,30,1,0,1.0,1.0,270,68.76,705.2
RI,138,510,0,2,1,1.0,1.0,239,74.11,630.5999999999999
AR,115,408,0,3,0,1.0,1.0,287,73.66000000000001,670.9000000000001
NY,171,415,0,2,0,1.0,1.0,355,56.980000000000004,641.5999999999999
WY,148,408,0,2,0,1.0,1.0,304,66.53,566.0
NC,127,510,0,1,0,1.0,1.0,313,50.92999999999999,485.2
OR,61,415,0,1,0,1.0,1.0,308,67.86,595.4
VT,131,415,0,1,0,1.0,1.0,289,52.24999999999999,485.40000000000003
SD,88,408,0,1,0,1.0,1.0,295,55.459999999999994,553.9
DC,130,510,0,2,0,1.0,1.0,295,50.27,541.2
RI,89,415,24,0,0,1.0,1.0,293,45.48,525.4
ID,82,415,0,3,1,1.0,1.0,262,79.19,759.3
OK,138,510,33,3,0,1.0,1.0,293,60.199999999999996,619.6
MN,115,415,0,1,0,1.0,1.0,298,65.82,644.8
WA,84,415,0,2,1,1.0,1.0,347,82.51,759.1000000000001
WV,117,510,0,1,0,1.0,1.0,345,65.11,621.2
NH,60,415,0,2,0,1.0,1.0,242,59.94,582.3
WI,62,415,0,2,0,1.0,1.0,263,49.07,575.9
MD,133,510,0,2,1,1.0,1.0,355,82.96,760.9
IN,131,408,0,3,0,1.0,1.0,316,73.65,745.2
IN,65,408,0,1,0,1.0,1.0,342,61.61,558.8
NY,120,510,27,1,0,1.0,1.0,327,46.690000000000005,535.1
OR,142,510,22,1,0,1.0,1.0,320,63.800000000000004,620.5999999999999
OK,134,415,0,2,0,1.0,1.0,345,52.21000000000001,539.9
WI,87,415,0,2,0,1.0,1.0,332,70.01,695.6
NJ,139,415,43,2,0,1.0,1.0,277,67.07,609.5999999999999
AR,76,408,0,4,1,1.0,1.0,392,53.42,627.3
UT,100,408,0,1,0,1.0,1.0,314,60.71,647.5
DC,99,415,31,3,0,1.0,1.0,248,71.39999999999999,689.2
AK,99,510,0,3,0,1.0,1.0,347,73.75999999999999,695.6999999999999
AZ,48,415,27,1,0,1.0,1.0,327,54.49000000000001,553.3
KS,57,415,0,0,0,1.0,1.0,365,48.07,467.50000000000006
OH,106,415,30,0,0,1.0,1.0,318,66.98,613.8
KS,170,415,42,4,1,1.0,1.0,261,56.650000000000006,530.0
SC,78,415,0,1,0,1.0,1.0,317,55.4,648.1
TN,39,408,0,1,0,1.0,1.0,314,49.84,419.79999999999995
CA,127,510,0,0,0,1.0,1.0,300,44.07,513.4
MI,119,510,22,1,1,1.0,1.0,366,58.77,559.6
